797106

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.29             12.23             11.17             18.84
2                      42.49              8.64              7.79              0.00
4                      29.22             18.86             17.44             40.59
8                      28.43             22.09             20.51             69.08
16                     20.47             14.70             13.49             57.23
32                     25.39             11.99             10.96              0.00
64                     35.98              9.55              8.66              0.00
128                    31.13             18.32             16.92             24.25
256                    49.28             10.97              9.99              0.00
512                    37.22             28.42             26.47             66.78
1024                   50.43             21.70             20.13              0.00
2048                   61.12             33.49             31.24             11.59
4096                   98.66             44.50             41.65              0.00
8192                  182.59             91.29             85.86              0.00
16384                 388.49            238.48            224.90             33.30
32768                1832.22           1351.01           1275.92             62.28
65536                3171.07           2539.99           2399.09             73.70
131072               5382.31           4390.84           4147.59             76.10
262144               9512.99           7235.64           6835.08             66.68
