785497

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.38             11.37             10.39             13.36
2                      16.79              9.70              8.79             19.32
4                      24.58             12.67             11.59              0.00
8                      23.93             12.40             11.34              0.00
16                     31.90             16.05             14.79              0.00
32                     32.77             16.21             14.93              0.00
64                     33.03             14.93             13.73              0.00
128                    33.87             10.35              9.42              0.00
256                    42.73             22.97             21.32              7.32
512                    36.58             18.59             17.18              0.00
1024                   44.95             21.45             19.88              0.00
2048                   47.14             25.02             23.25              4.88
4096                  108.01             45.12             42.26              0.00
8192                  180.03             92.25             86.76              0.00
16384                 406.37            238.60            225.04             25.45
32768                1836.18           1387.12           1310.15             65.72
65536                3186.86           2602.89           2458.79             76.25
131072               5346.14           4414.15           4170.01             77.65
262144               8930.99           7318.47           6914.09             76.68
