790489

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.73             11.50             10.48             30.93
2                      22.62              9.81              8.90              0.00
4                      28.38             12.11             11.07              0.00
8                      35.94             14.72             13.53              0.00
16                     34.11             13.29             12.17              0.00
32                     21.59             13.81             12.67             38.65
64                     73.18             14.48             13.32              0.00
128                    40.23             33.84             31.57             79.79
256                    48.59             19.79             18.32              0.00
512                    44.98             17.63             16.28              0.00
1024                   43.28             22.59             20.95              1.24
2048                   52.21             27.73             25.81              5.16
4096                  107.98             44.70             41.83              0.00
8192                  177.68             90.78             85.38              0.00
16384                 406.87            240.49            226.79             26.64
32768                1808.35           1342.32           1267.73             63.24
65536                3190.72           2560.28           2418.35             73.93
131072               5535.42           4454.21           4207.61             74.30
262144               9471.75           7474.63           7061.22             71.72
