795782

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.01             10.09              9.17             24.53
2                      21.43             10.14              9.20              0.00
4                      32.19             23.45             21.78             59.89
8                      28.82             12.33             11.30              0.00
16                     34.32             14.39             13.22              0.00
32                     81.18             16.11             14.85              0.00
64                     44.74             24.46             22.74             10.85
128                    42.89             30.14             28.09             54.63
256                    48.54             11.29             10.27              0.00
512                    59.19             17.55             16.20              0.00
1024                   32.74             16.96             15.64              0.00
2048                   47.84             25.04             23.28              2.08
4096                  104.22             44.57             41.72              0.00
8192                  176.93             92.24             86.77              2.39
16384                 421.60            240.79            227.11             20.39
32768                1810.80           1354.94           1279.61             64.38
65536                3212.05           2552.41           2410.86             72.64
131072               5524.70           4469.54           4222.06             75.01
262144               8998.07           7371.64           6963.73             76.64
