786483

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.82             10.67              9.71              5.75
2                      18.72             10.94              9.96             21.83
4                      27.16              8.24              7.41              0.00
8                      22.20             11.42             10.42              0.00
16                     30.53             15.28             14.06              0.00
32                     40.10             19.55             18.07              0.00
64                     27.94             15.61             14.38             14.24
128                    51.87             13.84             12.70              0.00
256                    50.52             11.61             10.58              0.00
512                    38.09             25.75             23.95             48.50
1024                   47.89             21.08             19.53              0.00
2048                   43.33             29.61             27.60             50.31
4096                   98.53             43.32             40.54              0.00
8192                  178.52             91.74             86.27              0.00
16384                 419.89            237.66            224.12             18.69
32768                1820.09           1336.39           1262.09             61.68
65536                3192.57           2546.85           2405.57             73.16
131072               5821.37           4427.92           4182.74             66.69
262144               9392.81           7405.56           6995.79             71.59
