789171

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.16             10.32              9.38             16.37
2                      24.10             11.77             10.75              0.00
4                      46.96             13.86             12.73              0.00
8                      52.19             19.99             18.53              0.00
16                     51.51             21.78             20.21              0.00
32                     26.53             19.39             17.95             60.22
64                     68.17              8.08              7.25              0.00
128                    28.74             12.19             11.12              0.00
256                    34.49             18.24             16.86              3.65
512                    44.33             19.77             18.32              0.00
1024                   40.20             21.99             20.40             10.70
2048                   82.40             29.47             27.46              0.00
4096                  104.94             47.06             44.09              0.00
8192                  172.80             95.49             89.82             13.93
16384                 419.13            238.68            225.09             19.83
32768                1792.78           1309.22           1236.45             60.89
65536                3177.42           2503.60           2364.82             71.51
131072               5389.35           4389.22           4146.19             75.88
262144               9376.08           7376.49           6968.40             71.30
