790897

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.02              9.67              8.76             16.12
2                      21.28              8.34              7.50              0.00
4                      27.31             14.34             13.18              1.60
8                      34.48             13.89             12.74              0.00
16                     27.51             18.38             16.96             46.20
32                     33.91             18.03             16.65              4.60
64                     26.67             17.69             16.33             45.01
128                    43.93             22.72             21.09              0.00
256                    48.32             15.79             14.54              0.00
512                    44.56             21.07             19.54              0.00
1024                   34.63             21.87             20.28             37.05
2048                   86.08             28.41             26.44              0.00
4096                  108.65             42.53             39.78              0.00
8192                  181.12             92.34             86.85              0.00
16384                 430.54            247.58            233.50             21.65
32768                1863.48           1386.12           1309.05             63.53
65536                3275.68           2634.02           2487.97             74.21
131072               5331.39           4423.69           4178.59             78.28
262144               9003.85           7303.21           6898.96             75.35
