794182

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.64             10.76              9.79              9.25
2                      52.77             12.23             11.17              0.00
4                      54.49             30.38             28.31             14.81
8                     114.66             10.74              9.77              0.00
16                     41.14             31.43             29.29             66.85
32                     42.28             27.38             25.49             41.57
64                     47.77             23.24             21.57              0.00
128                    23.70             16.14             14.86             49.11
256                    41.54             25.52             23.73             32.50
512                    43.48             23.81             22.09             10.96
1024                   41.81             23.97             22.28             19.91
2048                   45.49             22.10             20.52              0.00
4096                   98.77             43.60             40.80              0.00
8192                  185.45             92.29             86.78              0.00
16384                 447.80            239.42            225.77              7.70
32768                1811.59           1333.38           1259.21             62.02
65536                3181.15           2569.20           2426.67             74.78
131072               6141.52           4437.22           4191.37             59.34
262144              10678.74           7326.74           6921.16             51.57
