794678

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      48.15             10.57              9.61              0.00
2                      47.58             14.04             12.90              0.00
4                      52.55             14.92             13.72              0.00
8                      44.51             23.56             21.87              4.20
16                     49.05             20.97             19.43              0.00
32                     31.05             23.44             21.78             65.09
64                     47.61              7.49              6.71              0.00
128                    48.42             22.64             21.00              0.00
256                    50.00             22.17             20.56              0.00
512                    44.38             28.96             26.98             42.86
1024                   37.84             19.65             18.18              0.00
2048                   84.82             33.43             31.20              0.00
4096                   98.84             43.99             41.19              0.00
8192                  181.74             92.28             86.80              0.00
16384                 428.22            235.68            222.27             13.37
32768                1797.60           1319.36           1246.03             61.62
65536                3165.99           2569.15           2426.75             75.41
131072               5349.21           4422.85           4178.00             77.83
262144               8907.05           7385.58           6977.12             78.19
