928086

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.82
2                      24.91
4                      19.38
8                      14.78
16                     14.07
32                     20.67
64                     20.59
128                    22.91
256                    23.31
512                    25.55
1024                   18.34
2048                   24.72
4096                   25.32
8192                   32.91
16384                  46.41
32768                 115.07
65536                 138.22
131072                163.02
262144                270.52
