931709

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.61
2                      18.01
4                      20.64
8                      20.43
16                     20.18
32                     24.10
64                     29.65
128                    18.27
256                    22.99
512                    15.95
1024                   20.12
2048                   15.18
4096                   23.74
8192                   33.20
16384                  40.93
32768                 108.95
65536                 124.24
131072                162.81
262144                286.46
