937028

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.82
2                      20.29
4                      18.46
8                      22.72
16                     18.54
32                     17.35
64                     17.20
128                    14.45
256                    16.69
512                    19.08
1024                   15.10
2048                   17.12
4096                   30.69
8192                   34.87
16384                  38.06
32768                 105.07
65536                 127.35
131072                166.36
262144                278.14
