932076

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.44
2                      19.88
4                      18.90
8                      19.95
16                     14.48
32                     27.32
64                     25.07
128                    20.92
256                    16.61
512                    12.04
1024                   13.53
2048                   16.57
4096                   24.27
8192                   26.58
16384                  37.52
32768                 113.10
65536                 139.13
131072                167.69
262144                269.75
