930510

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.37
2                      25.97
4                      21.86
8                      25.19
16                     25.09
32                     16.00
64                     19.80
128                    21.64
256                    19.85
512                    14.45
1024                   20.58
2048                   15.66
4096                   23.99
8192                   33.52
16384                  39.49
32768                 103.80
65536                 134.77
131072                180.82
262144                262.88
