934293

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.13
2                      18.42
4                      21.08
8                      17.07
16                     10.78
32                     11.08
64                     10.04
128                    12.78
256                    12.30
512                    28.16
1024                   25.99
2048                   13.61
4096                   17.16
8192                   23.99
16384                  34.78
32768                 116.34
65536                 138.62
131072                178.01
262144                264.96
