938219

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      30.37
2                      18.49
4                      15.80
8                      24.50
16                     25.67
32                     25.16
64                     11.45
128                    16.32
256                    12.41
512                    12.13
1024                   21.66
2048                   15.49
4096                   19.81
8192                   24.90
16384                  38.94
32768                 113.25
65536                 137.67
131072                171.35
262144                285.50
