931354

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.75
2                      22.48
4                      17.64
8                      20.81
16                     26.54
32                     25.24
64                     21.92
128                    23.25
256                    20.64
512                    29.47
1024                   15.66
2048                   23.59
4096                   28.65
8192                   26.40
16384                  35.19
32768                 110.21
65536                 131.47
131072                169.41
262144                265.98
