930877

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.78
2                      22.76
4                      12.98
8                      13.65
16                     24.83
32                     17.29
64                     22.10
128                    15.79
256                    16.89
512                    11.70
1024                   12.91
2048                   16.73
4096                   21.93
8192                   29.57
16384                  34.85
32768                 115.16
65536                 130.43
131072                150.48
262144                272.13
