933561

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.04
2                      21.74
4                      21.12
8                      27.61
16                     26.27
32                     19.86
64                     14.20
128                    20.35
256                    20.53
512                    16.57
1024                   24.90
2048                   23.23
4096                   27.53
8192                   32.60
16384                  42.78
32768                 114.30
65536                 121.34
131072                163.63
262144                275.59
