938688

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.79
2                       9.94
4                       8.24
8                       8.01
16                      9.73
32                     12.18
64                     13.40
128                    11.81
256                    11.68
512                    13.98
1024                   18.21
2048                   25.54
4096                   31.57
8192                   29.40
16384                  37.96
32768                 111.70
65536                 140.57
131072                177.25
262144                265.50
