927114

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.19
2                      17.71
4                      17.74
8                      15.55
16                     13.86
32                     12.38
64                     12.82
128                    21.08
256                    18.02
512                    17.58
1024                   15.43
2048                   20.42
4096                   39.72
8192                   45.13
16384                  39.31
32768                 122.67
65536                 133.57
131072                159.87
262144                272.72
