939057

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.76
2                      18.97
4                      15.92
8                      13.96
16                     17.88
32                     16.77
64                     13.06
128                    10.60
256                    11.02
512                    13.64
1024                   16.19
2048                   25.68
4096                   27.39
8192                   31.75
16384                  44.44
32768                 112.41
65536                 138.29
131072                166.55
262144                263.91
