940486

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.91
2                      12.79
4                      21.12
8                      24.87
16                     14.42
32                     14.48
64                     17.66
128                    17.99
256                    16.95
512                    18.15
1024                   23.48
2048                   19.45
4096                   20.98
8192                   25.19
16384                  33.01
32768                 108.64
65536                 137.84
131072                157.16
262144                261.56
