936573

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.08
2                      17.81
4                      19.82
8                      15.71
16                     14.79
32                     14.70
64                     14.66
128                    18.21
256                    15.87
512                    20.43
1024                   24.51
2048                   27.14
4096                   22.48
8192                   33.86
16384                  40.64
32768                 108.95
65536                 139.09
131072                177.69
262144                272.28
