934756

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.05
2                      19.33
4                      15.31
8                      15.18
16                     18.54
32                     13.80
64                     15.03
128                    15.94
256                    14.62
512                    19.52
1024                   18.69
2048                   24.24
4096                   29.57
8192                   33.59
16384                  35.93
32768                 115.15
65536                 138.39
131072                164.09
262144                276.82
