927773

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.49
2                      28.05
4                      20.95
8                      18.24
16                     21.96
32                     11.31
64                     12.54
128                    16.04
256                    20.64
512                    26.34
1024                   16.25
2048                   20.10
4096                   24.17
8192                   22.25
16384                  30.85
32768                 105.71
65536                 127.58
131072                169.56
262144                274.78
