1181638

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.56
4                       1.51
8                       1.57
16                      1.89
32                      1.92
64                      1.93
128                     4.54
256                     4.58
512                     4.69
1024                    4.75
2048                    5.13
4096                    6.26
8192                    6.25
16384                   8.46
32768                  12.65
65536                  20.76
131072                 36.70
262144                 83.40
