1181271

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.46
2                       1.51
4                       1.47
8                       1.50
16                      1.80
32                      1.82
64                      1.81
128                     4.35
256                     4.42
512                     4.56
1024                    4.74
2048                    5.10
4096                    6.23
8192                    6.25
16384                   8.47
32768                  12.61
65536                  20.73
131072                 36.46
262144                 83.93
