1181083

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.53
2                       1.56
4                       1.50
8                       1.55
16                      1.90
32                      1.94
64                      1.95
128                     4.55
256                     4.61
512                     4.71
1024                    4.81
2048                    5.13
4096                    6.30
8192                    6.29
16384                   8.52
32768                  12.80
65536                  21.05
131072                 37.20
262144                 83.56
