1181393

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.59
4                       1.53
8                       1.58
16                      1.90
32                      1.93
64                      1.94
128                     4.55
256                     4.59
512                     4.71
1024                    4.79
2048                    5.12
4096                    6.29
8192                    6.28
16384                   8.57
32768                  12.67
65536                  20.78
131072                 36.62
262144                 82.62
