1180569

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.60
4                       1.54
8                       1.60
16                      1.91
32                      1.96
64                      1.98
128                     4.58
256                     4.64
512                     4.71
1024                    4.77
2048                    5.16
4096                    6.34
8192                    6.26
16384                   8.52
32768                  12.70
65536                  20.94
131072                 37.06
262144                 84.25
