1180957

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.58
4                       1.53
8                       1.58
16                      1.90
32                      1.92
64                      1.96
128                     4.59
256                     4.61
512                     4.72
1024                    4.81
2048                    5.14
4096                    6.33
8192                    6.25
16384                   8.48
32768                  12.67
65536                  20.87
131072                 36.74
262144                 83.64
