1181937

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.58
4                       1.54
8                       1.58
16                      1.90
32                      1.94
64                      1.96
128                     4.59
256                     4.63
512                     4.73
1024                    4.76
2048                    5.15
4096                    6.30
8192                    6.27
16384                   8.50
32768                  12.69
65536                  20.91
131072                 36.70
262144                 82.99
