1180899

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.53
2                       1.56
4                       1.51
8                       1.56
16                      1.88
32                      1.90
64                      1.91
128                     4.57
256                     4.60
512                     4.67
1024                    4.76
2048                    5.10
4096                    6.27
8192                    6.25
16384                   8.48
32768                  12.70
65536                  20.82
131072                 36.60
262144                 83.58
