1181334

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.58
4                       1.53
8                       1.57
16                      1.90
32                      1.95
64                      1.96
128                     4.55
256                     4.60
512                     4.67
1024                    4.73
2048                    5.13
4096                    6.30
8192                    6.26
16384                   8.51
32768                  12.71
65536                  20.82
131072                 36.67
262144                 82.98
