1180632

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.56
4                       1.51
8                       1.57
16                      1.93
32                      1.95
64                      1.98
128                     4.52
256                     4.58
512                     4.66
1024                    4.70
2048                    5.50
4096                    6.27
8192                    6.24
16384                   8.49
32768                  12.67
65536                  20.75
131072                 37.06
262144                 84.09
