1181211

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.53
2                       1.56
4                       1.51
8                       1.56
16                      1.89
32                      1.92
64                      1.95
128                     4.55
256                     4.59
512                     4.70
1024                    4.78
2048                    5.15
4096                    6.33
8192                    6.29
16384                   8.50
32768                  12.75
65536                  20.82
131072                 36.85
262144                 83.12
