1180511

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.53
2                       1.56
4                       1.50
8                       1.56
16                      1.87
32                      1.92
64                      1.94
128                     4.52
256                     4.57
512                     4.68
1024                    4.78
2048                    5.11
4096                    6.27
8192                    6.26
16384                   8.52
32768                  12.78
65536                  20.82
131072                 37.08
262144                 83.86
