1181700

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.57
4                       1.52
8                       1.57
16                      1.89
32                      1.92
64                      1.94
128                     4.56
256                     4.60
512                     4.69
1024                    4.76
2048                    5.13
4096                    6.29
8192                    6.26
16384                   8.51
32768                  12.78
65536                  20.92
131072                 36.80
262144                 83.96
