1181818

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.51
2                       1.54
4                       1.48
8                       1.55
16                      1.86
32                      1.89
64                      1.91
128                     4.55
256                     4.53
512                     4.66
1024                    4.72
2048                    5.12
4096                    6.29
8192                    6.28
16384                   8.52
32768                  12.72
65536                  20.85
131072                 36.80
262144                 83.42
