
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.69
2                       2.37
4                       2.33
8                       2.35
16                      2.33
32                      2.33
64                      2.35
128                     2.37
256                     3.06
512                     3.10
1024                    3.19
2048                    3.36
4096                    3.53
8192                    3.99
16384                   4.79
32768                   9.25
65536                  15.94
131072                 22.84
262144                 36.64
