
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       3.10
2                       2.36
4                       2.31
8                       2.34
16                      2.33
32                      2.33
64                      2.35
128                     2.36
256                     3.06
512                     3.10
1024                    3.19
2048                    3.36
4096                    3.52
8192                    3.96
16384                   4.78
32768                   9.20
65536                  15.91
131072                 22.82
262144                 36.75
