
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.77
2                       2.36
4                       2.33
8                       2.34
16                      2.34
32                      2.34
64                      2.35
128                     2.38
256                     3.07
512                     3.10
1024                    3.20
2048                    3.36
4096                    3.54
8192                    3.97
16384                   4.77
32768                   9.25
65536                  15.99
131072                 22.85
262144                 36.71
