
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.67
2                       2.32
4                       2.29
8                       2.32
16                      2.31
32                      2.30
64                      2.31
128                     2.34
256                     3.03
512                     3.07
1024                    3.16
2048                    3.33
4096                    3.46
8192                    3.90
16384                   4.69
32768                   9.20
65536                  15.64
131072                 22.55
262144                 36.40
