
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.57
2                       2.38
4                       2.29
8                       2.31
16                      2.31
32                      2.31
64                      2.33
128                     2.34
256                     3.05
512                     3.09
1024                    3.16
2048                    3.34
4096                    3.48
8192                    3.93
16384                   4.71
32768                   9.21
65536                  15.63
131072                 22.53
262144                 36.35
