
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.76
2                       2.31
4                       2.29
8                       2.30
16                      2.29
32                      2.29
64                      2.30
128                     2.32
256                     3.04
512                     3.08
1024                    3.16
2048                    3.32
4096                    3.46
8192                    3.91
16384                   4.71
32768                   9.20
65536                  15.63
131072                 22.51
262144                 36.37
