
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.90
2                       2.36
4                       2.33
8                       2.35
16                      2.33
32                      2.34
64                      2.34
128                     2.37
256                     3.06
512                     3.10
1024                    3.19
2048                    3.35
4096                    3.52
8192                    3.97
16384                   4.78
32768                   9.22
65536                  15.92
131072                 22.83
262144                 36.69
