
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.95
2                       2.35
4                       2.33
8                       2.35
16                      2.34
32                      2.35
64                      2.36
128                     2.39
256                     3.11
512                     3.13
1024                    3.20
2048                    3.36
4096                    3.52
8192                    4.01
16384                   4.80
32768                   9.24
65536                  15.92
131072                 22.85
262144                 36.67
