
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.77
2                       2.35
4                       2.32
8                       2.35
16                      2.33
32                      2.33
64                      2.34
128                     2.38
256                     3.06
512                     3.10
1024                    3.20
2048                    3.38
4096                    3.52
8192                    3.97
16384                   4.78
32768                   9.22
65536                  15.95
131072                 22.85
262144                 36.66
