
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.73
2                       2.54
4                       2.32
8                       2.35
16                      2.33
32                      2.35
64                      2.35
128                     2.37
256                     3.07
512                     3.09
1024                    3.19
2048                    3.36
4096                    3.53
8192                    3.97
16384                   4.79
32768                   9.23
65536                  15.92
131072                 22.82
262144                 36.66
