
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.56
2                       2.32
4                       2.29
8                       2.31
16                      2.30
32                      2.30
64                      2.31
128                     2.33
256                     3.03
512                     3.07
1024                    3.16
2048                    3.32
4096                    3.47
8192                    3.91
16384                   4.70
32768                   9.23
65536                  15.64
131072                 22.54
262144                 36.37
