
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.94
2                       2.35
4                       2.33
8                       2.34
16                      2.33
32                      2.33
64                      2.35
128                     2.38
256                     3.06
512                     3.12
1024                    3.19
2048                    3.36
4096                    3.54
8192                    3.97
16384                   4.78
32768                   9.22
65536                  15.92
131072                 22.86
262144                 36.65
