
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.71
2                       2.36
4                       2.34
8                       2.35
16                      2.34
32                      2.36
64                      2.36
128                     2.38
256                     3.08
512                     3.11
1024                    3.20
2048                    3.36
4096                    3.53
8192                    3.98
16384                   4.80
32768                   9.28
65536                  15.93
131072                 22.83
262144                 36.65
