
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.39
2                       2.37
4                       2.35
8                       2.36
16                      2.36
32                      2.36
64                      2.32
128                     2.35
256                     3.03
512                     3.07
1024                    3.16
2048                    3.31
4096                    3.47
8192                    3.92
16384                   4.70
32768                   9.23
65536                  15.69
131072                 22.56
262144                 36.33
