
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.76
2                       2.37
4                       2.34
8                       2.39
16                      2.35
32                      2.35
64                      2.36
128                     2.40
256                     3.08
512                     3.10
1024                    3.19
2048                    3.37
4096                    3.55
8192                    3.96
16384                   4.78
32768                   9.22
65536                  15.95
131072                 22.84
262144                 36.68
