
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.57
2                       2.42
4                       2.36
8                       2.35
16                      2.33
32                      2.34
64                      2.42
128                     2.38
256                     3.06
512                     3.10
1024                    3.18
2048                    3.36
4096                    3.53
8192                    3.99
16384                   4.79
32768                   9.25
65536                  15.92
131072                 22.83
262144                 36.63
