
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.86
2                       2.39
4                       2.32
8                       2.37
16                      2.33
32                      2.33
64                      2.34
128                     2.36
256                     3.07
512                     3.09
1024                    3.18
2048                    3.36
4096                    3.53
8192                    3.98
16384                   4.79
32768                   9.20
65536                  15.90
131072                 22.83
262144                 36.66
