
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.77
2                       2.45
4                       2.32
8                       2.34
16                      2.33
32                      2.33
64                      2.34
128                     2.36
256                     3.06
512                     3.10
1024                    3.19
2048                    3.35
4096                    3.54
8192                    3.95
16384                   4.77
32768                   9.22
65536                  15.93
131072                 22.83
262144                 36.70
