1620193

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.91
2                      10.23
4                      10.12
8                       9.75
16                      9.64
32                     10.06
64                     11.47
128                    10.84
256                    11.85
512                    12.04
1024                   13.48
2048                   17.21
4096                   23.14
8192                   31.72
16384                  50.47
32768                 119.95
65536                 187.64
131072                368.26
262144                722.60
