1628236

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.41
2                       9.90
4                       9.90
8                       9.40
16                      9.86
32                     10.83
64                     11.31
128                    10.75
256                    11.49
512                    13.46
1024                   13.08
2048                   18.06
4096                   22.78
8192                   31.02
16384                  50.58
32768                 113.92
65536                 188.54
131072                370.56
262144                725.23
