1621441

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.21
2                      10.01
4                      10.51
8                      10.22
16                     10.15
32                     10.04
64                     10.72
128                    10.90
256                    12.47
512                    12.26
1024                   13.74
2048                   17.72
4096                   22.37
8192                   30.92
16384                  49.74
32768                 117.56
65536                 192.86
131072                372.75
262144                725.17
