1620608

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.48
2                       9.87
4                      10.88
8                      10.34
16                      9.51
32                      9.71
64                     10.36
128                    10.52
256                    11.69
512                    12.31
1024                   13.70
2048                   18.28
4096                   22.95
8192                   31.21
16384                  48.77
32768                 115.97
65536                 186.45
131072                374.22
262144                722.56
