1619676

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.22
2                      10.13
4                      10.02
8                      10.66
16                     10.22
32                     11.30
64                     10.57
128                    10.38
256                    10.77
512                    12.28
1024                   14.07
2048                   16.98
4096                   22.20
8192                   31.13
16384                  49.50
32768                 118.26
65536                 187.22
131072                369.99
262144                725.52
