1625601

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.23
2                      10.99
4                       9.80
8                      10.08
16                     10.28
32                     10.83
64                     10.47
128                    10.83
256                    11.70
512                    11.90
1024                   13.17
2048                   18.22
4096                   22.86
8192                   31.16
16384                  50.35
32768                 117.20
65536                 186.91
131072                372.26
262144                725.73
